employee_name,user_id,Domain,Email,Role
Britanni A Bryant,BAB0505,dtaa.com,Britanni.A.Bryant@dtaa.com,Tradesman
Britanni G Vargas,BGV0046,dtaa.com,Britanni.G.Vargas@dtaa.com,Technician
Brock C Barber,BCB0013,dtaa.com,Brock.C.Barber@dtaa.com,Administrative Assistant
Brock J Morrison,BJM0992,dtaa.com,Brock.J.Morrison@dtaa.com,IT Admin
Brooke D Hood,BDH0038,dtaa.com,Brooke.D.Hood@dtaa.com,Tradesman
Brooke P Byrd,BPB0808,dtaa.com,Brooke.P.Byrd@dtaa.com,Tradesman
Bruce B Howell,BBH0313,dtaa.com,Bruce.B.Howell@dtaa.com,Technician
Brynn N Mcconnell,BNM0353,dtaa.com,Brynn.N.Mcconnell@dtaa.com,Tradesman
Brynne B Potter,BBP0623,dtaa.com,Brynne.B.Potter@dtaa.com,Tradesman
Brynne I Merritt,BIM0736,dtaa.com,Brynne.I.Merritt@dtaa.com,Administrative Staff
Brynne N William,BNW0850,dtaa.com,Brynne.N.William@dtaa.com,Tradesman
Brynne V Maldonado,BVM0716,dtaa.com,Brynne.V.Maldonado@dtaa.com,Tradesman
Buffy F Osborn,BFO0974,dtaa.com,Buffy.F.Osborn@dtaa.com,Project Manager
Burke K Head,BKH0156,dtaa.com,Burke.K.Head@dtaa.com,Senior Manger
Burke R Barber,BRB0908,dtaa.com,Burke.R.Barber@dtaa.com,Foreman
Burke S Graves,BSG0869,dtaa.com,Burke.S.Graves@dtaa.com,Technician
Burton G Norman,BGN0054,dtaa.com,Burton.G.Norman@dtaa.com,Janitor
Burton M Roth,BMR0596,dtaa.com,Burton.M.Roth@dtaa.com,Senior Manger
Burton M Stephenson,BMS0001,dtaa.com,Burton.M.Stephenson@dtaa.com,Security
Caesar B Price,CBP0628,dtaa.com,Caesar.B.Price@dtaa.com,Technician
Caesar D Kane,CDK0329,dtaa.com,Caesar.D.Kane@dtaa.com,Engineer
Caesar T Finch,CTF0687,dtaa.com,Caesar.T.Finch@dtaa.com,Foreman
Cain Z Ballard,CZB0163,dtaa.com,Cain.Z.Ballard@dtaa.com,Security
Cairo R Figueroa,CRF0074,dtaa.com,Cairo.R.Figueroa@dtaa.com,Foreman
Caleb D Zamora,CDZ0056,dtaa.com,Caleb.D.Zamora@dtaa.com,Administrative Assistant
Caleb S Delacruz,CSD0739,dtaa.com,Caleb.S.Delacruz@dtaa.com,Administrative Staff
Callum L Parks,CLP0332,dtaa.com,Callum.L.Parks@dtaa.com,Administrative Assistant
Camden B Curry,CBC0653,dtaa.com,Camden.B.Curry@dtaa.com,Engineer
Camden C Blankenship,CCB0496,dtaa.com,Camden.C.Blankenship@dtaa.com,Foreman
Camden G Roberts,CGR0202,dtaa.com,Camden.G.Roberts@dtaa.com,Administrative Assistant
Cameran S Atkinson,CSA0071,dtaa.com,Cameran.S.Atkinson@dtaa.com,Engineer
Cameron I Burns,CIB0489,dtaa.com,Cameron.I.Burns@dtaa.com,Foreman
Camilla B Hendrix,CBH0762,dtaa.com,Camilla.B.Hendrix@dtaa.com,Technician
Camille B Riddle,CBR0439,dtaa.com,Camille.B.Riddle@dtaa.com,Administrative Staff
Candice A Hunter,CAH0921,dtaa.com,Candice.A.Hunter@dtaa.com,Administrative Staff
Candice T Ramos,CTR0537,dtaa.com,Candice.T.Ramos@dtaa.com,Administrative Staff
Cara C Goodman,CCG0876,dtaa.com,Cara.C.Goodman@dtaa.com,Technician
Cara K Rutledge,CKR0296,dtaa.com,Cara.K.Rutledge@dtaa.com,Engineer
Carl B Rodriguez,CBR0104,dtaa.com,Carl.B.Rodriguez@dtaa.com,Foreman
Carlos O Shannon,COS0121,dtaa.com,Carlos.O.Shannon@dtaa.com,Project Manager
Carlos P Moore,CPM0959,dtaa.com,Carlos.P.Moore@dtaa.com,Foreman
Carly H Sanders,CHS0324,dtaa.com,Carly.H.Sanders@dtaa.com,Administrative Staff
Carolyn A Valentine,CAV0757,dtaa.com,Carolyn.A.Valentine@dtaa.com,Administrative Staff
Carolyn H Mckee,CHM0645,dtaa.com,Carolyn.H.Mckee@dtaa.com,Technician
Carson G Mckenzie,CGM0994,dtaa.com,Carson.G.Mckenzie@dtaa.com,IT Admin
Carson P Stone,CPS0559,dtaa.com,Carson.P.Stone@dtaa.com,Foreman
Carter G Martinez,CGM0343,dtaa.com,Carter.G.Martinez@dtaa.com,Engineer
Carter L Kirby,CLK0383,dtaa.com,Carter.L.Kirby@dtaa.com,Administrative Assistant
Caryn M Carpenter,CMC0814,dtaa.com,Caryn.M.Carpenter@dtaa.com,Administrative Staff
Casey C Boyd,CCB0366,dtaa.com,Casey.C.Boyd@dtaa.com,Engineer
Castor L Nelson,CLN0999,dtaa.com,Castor.L.Nelson@dtaa.com,IT Admin
Catherine D Salas,CDS0110,dtaa.com,Catherine.D.Salas@dtaa.com,Technician
Cathleen Y Knox,CYK0330,dtaa.com,Cathleen.Y.Knox@dtaa.com,Tradesman
Cedric R Carson,CRC0996,dtaa.com,Cedric.R.Carson@dtaa.com,IT Admin
Cedric R Jackson,CRJ0934,dtaa.com,Cedric.R.Jackson@dtaa.com,Foreman
Celeste D Sexton,CDS0300,dtaa.com,Celeste.D.Sexton@dtaa.com,Technician
Chadwick D Evans,CDE0193,dtaa.com,Chadwick.D.Evans@dtaa.com,Foreman
Chadwick P Perry,CPP0761,dtaa.com,Chadwick.P.Perry@dtaa.com,Engineer
Chancellor D Ellison,CDE0810,dtaa.com,Chancellor.D.Ellison@dtaa.com,Engineer
Chancellor W Gilliam,CWG0305,dtaa.com,Chancellor.W.Gilliam@dtaa.com,Foreman
Chaney D Riggs,CDR0453,dtaa.com,Chaney.D.Riggs@dtaa.com,Loading Dock
Channing J Whitley,CJW0317,dtaa.com,Channing.J.Whitley@dtaa.com,VP
Chantale V Williams,CVW0133,dtaa.com,Chantale.V.Williams@dtaa.com,Engineer
Charde C Morris,CCM0827,dtaa.com,Charde.C.Morris@dtaa.com,Technician
Chastity K Barlow,CKB0536,dtaa.com,Chastity.K.Barlow@dtaa.com,Tradesman
Chelsea A Osborn,CAO0951,dtaa.com,Chelsea.A.Osborn@dtaa.com,Technician
Chelsea S Berg,CSB0363,dtaa.com,Chelsea.S.Berg@dtaa.com,Administrative Staff
Chiquita A Conway,CAC0854,dtaa.com,Chiquita.A.Conway@dtaa.com,Tradesman
Christen H Atkins,CHA0174,dtaa.com,Christen.H.Atkins@dtaa.com,Administrative Staff
Christen M Underwood,CMU0028,dtaa.com,Christen.M.Underwood@dtaa.com,Technician
Christine C Hendrix,CCH0497,dtaa.com,Christine.C.Hendrix@dtaa.com,Technician
Ciara E Bauer,CEB0718,dtaa.com,Ciara.E.Bauer@dtaa.com,Technician
Ciaran G Melton,CGM0319,dtaa.com,Ciaran.G.Melton@dtaa.com,Security
Claire M Massey,CMM0900,dtaa.com,Claire.M.Massey@dtaa.com,Engineer
Clayton B Brewer,CBB0075,dtaa.com,Clayton.B.Brewer@dtaa.com,Senior Manger
Cleo N Tanner,CNT0514,dtaa.com,Cleo.N.Tanner@dtaa.com,Technician
Cleo T Hull,CTH0856,dtaa.com,Cleo.T.Hull@dtaa.com,Technician
Clinton N Short,CNS0950,dtaa.com,Clinton.N.Short@dtaa.com,Foreman
Clinton S Cash,CSC0297,dtaa.com,Clinton.S.Cash@dtaa.com,Senior Manger
Clio N Brewer,CNB0615,dtaa.com,Clio.N.Brewer@dtaa.com,Technician
Colby G Chaney,CGC0877,dtaa.com,Colby.G.Chaney@dtaa.com,Foreman
Cole A Roman,CAR0015,dtaa.com,Cole.A.Roman@dtaa.com,Foreman
Cole G Thomas,CGT0183,dtaa.com,Cole.G.Thomas@dtaa.com,Engineer
Cole M Figueroa,CMF0339,dtaa.com,Cole.M.Figueroa@dtaa.com,Project Manager
Colt L Ballard,CLB0995,dtaa.com,Colt.L.Ballard@dtaa.com,IT Admin
Colton J Gates,CJG0638,dtaa.com,Colton.J.Gates@dtaa.com,Of Council
Colton S Rodriguez,CSR0189,dtaa.com,Colton.S.Rodriguez@dtaa.com,Foreman
Connor B Robles,CBR0208,dtaa.com,Connor.B.Robles@dtaa.com,Foreman
Connor D Fernandez,CDF0585,dtaa.com,Connor.D.Fernandez@dtaa.com,Foreman
Constance C Allison,CCA0349,dtaa.com,Constance.C.Allison@dtaa.com,Technician
Constance G Hobbs,CGH0125,dtaa.com,Constance.G.Hobbs@dtaa.com,Administrative Staff
Cooper A Montoya,CAM0975,dtaa.com,Cooper.A.Montoya@dtaa.com,Foreman
Cooper K Wade,CKW0622,dtaa.com,Cooper.K.Wade@dtaa.com,Security
Cooper L Sharp,CLS0819,dtaa.com,Cooper.L.Sharp@dtaa.com,Project Manager
Cooper R May,CRM0058,dtaa.com,Cooper.R.May@dtaa.com,Administrative Assistant
Courtney A Wright,CAW0976,dtaa.com,Courtney.A.Wright@dtaa.com,Tradesman
Cruz T Henson,CTH0082,dtaa.com,Cruz.T.Henson@dtaa.com,Administrative Staff
Cyrus A Holmes,CAH0610,dtaa.com,Cyrus.A.Holmes@dtaa.com,Administrative Assistant
Dacey E Padilla,DEP0563,dtaa.com,Dacey.E.Padilla@dtaa.com,Engineer
Dakota A Oconnor,DAO0613,dtaa.com,Dakota.A.Oconnor@dtaa.com,Loading Dock
Dakota M Robertson,DMR0377,dtaa.com,Dakota.M.Robertson@dtaa.com,Project Manager
Dakota T Dillon,DTD0380,dtaa.com,Dakota.T.Dillon@dtaa.com,Administrative Staff
Dale C Ballard,DCB0462,dtaa.com,Dale.C.Ballard@dtaa.com,Foreman
Dale M England,DME0620,dtaa.com,Dale.M.England@dtaa.com,Security
Dale R Oneil,DRO0516,dtaa.com,Dale.R.Oneil@dtaa.com,Administrative Assistant
Dale S Shepherd,DSS0112,dtaa.com,Dale.S.Shepherd@dtaa.com,Foreman
Dale X Meyer,DXM0213,dtaa.com,Dale.X.Meyer@dtaa.com,Security
Dalton C Mcpherson,DCM0725,dtaa.com,Dalton.C.Mcpherson@dtaa.com,Security
Dalton F Ward,DFW0798,dtaa.com,Dalton.F.Ward@dtaa.com,Engineer
Dalton G Mejia,DGM0240,dtaa.com,Dalton.G.Mejia@dtaa.com,Director
Damian D Jacobs,DDJ0535,dtaa.com,Damian.D.Jacobs@dtaa.com,Administrative Assistant
Damian W Banks,DWB0426,dtaa.com,Damian.W.Banks@dtaa.com,Administrative Assistant
Dana C Fleming,DCF0307,dtaa.com,Dana.C.Fleming@dtaa.com,Administrative Staff
Dana O Odom,DOO0986,dtaa.com,Dana.O.Odom@dtaa.com,Tradesman
Dane B Armstrong,DBA0367,dtaa.com,Dane.B.Armstrong@dtaa.com,Senior Manger
Danielle C Casey,DCC0600,dtaa.com,Danielle.C.Casey@dtaa.com,Technician
Danielle S Thomas,DST0527,dtaa.com,Danielle.S.Thomas@dtaa.com,Technician
Dante W Fernandez,DWF0128,dtaa.com,Dante.W.Fernandez@dtaa.com,Of Council
Daquan A Waller,DAW0123,dtaa.com,Daquan.A.Waller@dtaa.com,Foreman
Daquan K Buckley,DKB0409,dtaa.com,Daquan.K.Buckley@dtaa.com,Administrative Assistant
Dara O Craig,DOC0003,dtaa.com,Dara.O.Craig@dtaa.com,VP
Daria B Fletcher,DBF0903,dtaa.com,Daria.B.Fletcher@dtaa.com,Tradesman
Darrel R Oconnor,DRO0126,dtaa.com,Darrel.R.Oconnor@dtaa.com,Administrative Staff
Daryl I Spears,DIS0382,dtaa.com,Daryl.I.Spears@dtaa.com,Technician
Daryl J Conner,DJC0162,dtaa.com,Daryl.J.Conner@dtaa.com,Technician
David D Wynn,DDW0643,dtaa.com,David.D.Wynn@dtaa.com,Foreman
David R Maxwell,DRM0312,dtaa.com,David.R.Maxwell@dtaa.com,Administrative Assistant
Deborah J Walker,DJW0368,dtaa.com,Deborah.J.Walker@dtaa.com,Tradesman
Deborah N Morse,DNM0143,dtaa.com,Deborah.N.Morse@dtaa.com,Engineer
Deborah S Hobbs,DSH0627,dtaa.com,Deborah.S.Hobbs@dtaa.com,Loading Dock
Delilah S Turner,DST0857,dtaa.com,Delilah.S.Turner@dtaa.com,Technician
Demetria A Raymond,DAR0341,dtaa.com,Demetria.A.Raymond@dtaa.com,Tradesman
Demetria R Neal,DRN0845,dtaa.com,Demetria.R.Neal@dtaa.com,Tradesman
Demetrius R Holman,DRH0790,dtaa.com,Demetrius.R.Holman@dtaa.com,Technician
Denise R Davidson,DRD0916,dtaa.com,Denise.R.Davidson@dtaa.com,VP
Dennis D Davenport,DDD0915,dtaa.com,Dennis.D.Davenport@dtaa.com,Technician
Denton R Parsons,DRP0428,dtaa.com,Denton.R.Parsons@dtaa.com,Project Manager
Destiny A Wilder,DAW0199,dtaa.com,Destiny.A.Wilder@dtaa.com,Technician
Dexter K Robinson,DKR0696,dtaa.com,Dexter.K.Robinson@dtaa.com,Loading Dock
Diana S Bryant,DSB0887,dtaa.com,Diana.S.Bryant@dtaa.com,Tradesman
Dieter N Stewart,DNS0937,dtaa.com,Dieter.N.Stewart@dtaa.com,Tradesman
Dillon S Medina,DSM0990,dtaa.com,Dillon.S.Medina@dtaa.com,IT Admin
Dominique L Mitchell,DLM0723,dtaa.com,Dominique.L.Mitchell@dtaa.com,Technician
Donna A Goodman,DAG0754,dtaa.com,Donna.A.Goodman@dtaa.com,Senior Manger
Dorothy A Vasquez,DAV0579,dtaa.com,Dorothy.A.Vasquez@dtaa.com,Tradesman
Drake B Booth,DBB0235,dtaa.com,Drake.B.Booth@dtaa.com,Foreman
Drew B Gomez,DBG0686,dtaa.com,Drew.B.Gomez@dtaa.com,Engineer
Drew D Kerr,DDK0417,dtaa.com,Drew.D.Kerr@dtaa.com,Administrative Staff
Driscoll A Watson,DAW0221,dtaa.com,Driscoll.A.Watson@dtaa.com,Project Manager
Driscoll B Marshall,DBM0698,dtaa.com,Driscoll.B.Marshall@dtaa.com,Engineer
